from_lncRNA,to_mRNA
MIAT,Mir328
FOXD2-AS1,MIR206
LINC00662,MIR497
ZFPM2-AS1,miR-515
HULC,miR-29b
XIST,MIR142
LINC00634,MIR342
TRPC7-AS1,MIR4769
LINC00261,MIR23A
Gm4419,Mir682
MALAT1,MIR126
SNHG1,MIR489
SNHG3,miR-515-5p
SNHG17,MIR23B
SBF2-AS1,MIR431
PTTG3P,MIR155
TUG1,MIR31
CASC9,MIR335
H19,MIR615
CCAT1,MIR296
MROCKI,MIR217
SNHG6,MIR543
CRNDE,MIR33A
LINC00319,MIR455
PVT1,MIR15A
AGO2,miR-92a
MEG8,Mir130a
FEZF1-AS1,MIR363
SNHG15,miR-7
MEG8,MIR107
HIF1A-AS1,MIRLET7G
MALAT1,MIR205
NEAT1,MIR410
LINC00467,MIR200A
NORAD,MIR204
NEAT1,MIR183
NORAD,MIR495
HOTAIR,MIR34A
TUSC7,MIR616
ANXA2P2,miR-9
NEAT1,MIR146B
MEG3,MIR543
LINC00641,Mir497
SNHG16,MIR490
HOTAIR,miR-519a-3p
NEAT1,Mir34c
ZFAS1,Mir421
CYTOR,MIR613
CYTOR,MIR205
ZNF649-AS1,ATG5
SNHG1,MIR361
MIAT,MIR149
FOXD3-AS1,MIR127
MIR4435-2HG,MIR510
DGCR5,MIR3619
NEAT1,MIR195
KCNQ1OT1,MIR149
PWRN1,MIR21
DLX6-AS1,MIR195
PVT1,miR-181a-5p
LINC01123,MIR34A
TP53TG1,MIR524
GABPB1-AS1,MIR1246
TP73-AS1,MIR27B
DLX6-AS1,MIR195
CASC2,miR‑9‑5p
SNHG8,MIR876
XIST,MIR125B
NBAT1,MIR21
NA,miR-194
MACC1-AS1,MIR6867
HCG11,MIR942
UCA1,MIR23B
AFAP1-AS1,MIR498
BLACAT1,MIR149
CDKN2B-AS1,MIR424
H19,MIR124A
NEAT1,Mir214
DANCR,MIR4319
THRIL,miR-424
TUG1,MIR29C
UCA1,MIR873
LEF1-AS1,MIR489
XIST,MIR337
SNHG6,miR-181a-5p
SNHG6,miR‐181b‐5p
SNHG6,MIR181C
SNHG6,MIR181D
LINC00210,MIR342
PICSAR,MIR125B
LINC00173,MIR765
NEAT1,miR-195a
SNHG16,Mir770
MEG3,MIR195
SNHG3,Mir485
ZNRD1ASP,miR-194
LBX2-AS1,MIR491
PCAT1,MIR324
NA,SPNS2
LINC01116,MIR203A
TTTY15,MIR98
H19,MIR3187
SNHG6,miR-101-3p
CASC2,MIR18A
LINC00958,MIR106A
NEAT1,miR-9-5p
4930556M19Rik,Mir27a
TP73-AS1,MIR34A
DLX6-AS1,MIR506
DLEU1,MIR381
KCNQ1OT1,MIR18B
SNHG14,Mir182
NA,MIR217
NA,MIR640
OIP5-AS1,MIR216A
DOCK9-DT,miR-1972
DOCK9-DT,SP1
PVT1,MIR145
SNHG8,MIR656
PART1,MIR4516
SNHG17,MIR375
FOXD3-AS1,MIR150
MALAT1,MIR101
HOTAIR,MIR149
UCA1,MIR331
TMPO-AS1,MIR143
TTN-AS1,miR-376a-3p
OIP5-AS1,MIR340
PVT1,MIR150
NA,MIR627
LINC00319,miR-199a-5p
NA,MIR182
HAND2-AS1,MIR769
AFAP1-AS1,MIR497
ZFAS1,MIR1271
MALAT1,MIR3129
SNHG5,MIR10A
FOXD3-AS1,MIR150
KIF9‑AS1,miR‑16
CASC2,MIR18A
BCYRN1,MIR619
DNAH17-AS1,MIR877
SNHG4,Mir449c
PART1,MIR590
PVT1,MIR543
KCNQ1OT1,MIR18B
OIP5-AS1,MIR98
HCG18,Mir146
LUCAT1,miR-181a-5p
KCNQ1OT1,MIR506
RASSF8-AS1,MIR664B
HCG11,MIR144
TUG1,MIR1294
HOTAIR,MIR874
NA,MIR183
HAND2-AS1,miR-3118
LINC00858,MIR363
PRECSIT,miR-128-3p
MALAT1,MIR590
H19,MIR19B1
LINC01089,MIR27A
GASAL1,SRSF1
KCNMB2-AS1,MIR130B
KCNMB2-AS1,MIR4294
LINC00511,MIR150
LINC01391,MIR12116
NA,MIR125B
KDM7A-DT,miR-101-3p
NEAT1,MIR543
PVT1,MIR23A
TUG1,MIR545
LINC00467,MIR339
NEAT1,MIRLET7G
LINC01106,MIR449A
SFTA1P,MIR4766
MIR4435-2HG,miR-128-3p
PVT1,MIR106A
GAS5,MIR320A
SNHG14,MIR382
H19,MIR491
GATA6-AS1,MIR543
LINC00460,MIR361
LINC01094,MIR577
NEAT1,MIR1277
SNHG14,MIR214
LINC01133,MIR30A
NA,MIR30D
MIAT,MIR488
HCG11,MIR204
LINC01089,MIR27A
MIR100HG,MIR5590
TUG1,MIR17
LINC00472,MIR149
SNHG1,MIR154
MSC-AS1,MIR373
LINC00210,MIR328
MAILR,MIR513B
PART1,MIR503
LINC00662,MIR34A
PCAT1,MIR128
LINC01116,miR-9-5p
CDKN2B-AS1,MIR378B
LINC01260,MIR562
MALAT1,miR-194-5p
NA,FOXA1
NA,Pafah1b1
MEG3,MIR4513
PCGEM1,MIR642A
GHET1,Mir105
KCNQ1OT1,YAP1
SNHG15,MIR18A
MALAT1,MIR613
HCP5,MIR27B
MAFG-DT,MIR3196
SNHG20,MIR495
SNHG16,MIR485
Kcnq1ot1,Mir206
LUCAT1,MIR493
LINC01140,MIR140
EZR-AS1,PTK2
HOXA11-AS,MIR205
Snhg7,Mir9-2
TMPO-AS1,MIR381
MALAT1,MIR143
PSMA3-AS1,MIR4429
TTTY15,miR-374a
Xist,miR-124
MALAT1,MIR22
FLVCR1-DT,MIR381
H19,MIR107
H19,MIR130A
lncRNA-T199678,miR-101
SNHG7,MIR34A
LINC00460,MIR320B-1
Snhg1,Mir181a-1
OIP5-AS1,MIR143
LINC00525,MIR125A
LINC00525,MIR31
LINC00963,MIR612
BLACT1,MIR519D
NR2F1-AS1,MIR493
SNHG1,MIR181A1
KCNQ1OT1,MIR216B
NEAT1,MIR204
TP73-AS1,MIR495
EGOT,MIR33A
EGOT,MIR33B
GACAT1,MIR422A
MALAT1,MIR141
CASC9,Mir381
LINC00485,MIR581
CRNDE,MIR4262
EWSAT1,MIR326
CASC9,MIR370
SNHG14,MIR211
Snhg14,miR-124
LINC00963,LILRB2
NKX2-1-AS1,MIR145
Snhg1,Mir362
NEAT1,miR-124
HOTAIRM1,MIR498
Snhg16,Mir455
Neat1,Mir148a
Neat1,Mir221
FGD5-AS1,MIR493
SNHG20,MIR338
PCAT6,MIR326
XIST,MIR599
LINC01410,MIR122
XIST,MIR16-1
WT1-AS,MIR494
CDKN2B-AS1,MIR143
MALAT1,MIR769
AGAP2-AS1,MIR628
RMST,MIR204
LINC01089,MIR152
TRPM2-AS,MIR22
TUG1,MIR494
SNHG6,MIR6509
ADAM12,GJB2
CCAT2,MIR143
KCNQ1OT1,MIR145
OIP5-AS1,MIR27B
HCG18,MIR152
SNHG1,MIR424
NEAT1,MIR24-1
SNHG1,MIR129-1
SNHG15,MIR188
KCNQ1OT1,MIR211
OIP5-AS1,MIR128-1
XIST,MIR155
SNHG12,MIR516A1
LINC00173,MIR641
KCNQ1OT1,MIR218-1
TTTY15,miR-766
SNHG16,MIR146A
C20orf204,WIF1
SNHG8,MIR335
DLGAP1-AS1,MIR149
TUG1,MIR34A
PICSAR,MIR485
NEAT1,miR-124
SNHG15,MIR381
SNHG16,MIR424
CDKN2B-AS1,MIR424
NUTM2A-AS1,MIRLET7C
MAGI1-IT1,MIR302D
HOXA11-AS,miR-124
Pvt1,Mir29a
RUSC1-AS1,MIR340
STXBP5-AS1,MIR143
LINC00641,MIR340
XIST,MIR192
LINC01003,MIR33A
ZEB1-AS1,MIR23C
LncRNA-cCSC1,miR-124
SNHG15,MIR506
NEAT1,MIR424
PCAT6,MIR326
LOXL1-AS1,MIR525
KCNQ1OT1,MIR181A1
LINC00184,MIR23B
OIP5-AS1,MIR217
LNCRNA-ATB,MIR651
TP53COR1,miR-181b
MALAT1,MIR188
MIAT,MIR206
DUXAP8,MIR3182
GAS5,MIR23A
NEAT1,MIR500A
LINC00473,AQP3
LINC01518,MIR216B
HCP5,MIR128-1
NEAT1,MIR491
GAS5,MIR221
MAGI2-AS3,MIR23A
DUXAP8,miR-9
PCED1B-AS1,MIR411
LINC01116,MIR3141
